date,flight,error
04-04-21,5X146.csv,Did not land.
04-04-21,VJ695.csv,Multiple flights detected.
04-04-21,VN10.csv,Did not land.
05-04-21,QH245.csv,Multiple flights detected.
05-04-21,VJ135.csv,Did not land.
05-04-21,VJ151.csv,Multiple flights detected.
05-04-21,VJ179.csv,Multiple flights detected.
05-04-21,VJ317.csv,Multiple flights detected.
05-04-21,VJ641.csv,Multiple flights detected.
05-04-21,VN253.csv,Multiple flights detected.
05-04-21,VN289.csv,Multiple flights detected.
05-04-21,VN6017.csv,Multiple flights detected.
05-04-21,VN6055.csv,Multiple flights detected.
05-04-21,VN7211.csv,Multiple flights detected.
06-04-21,VN1830.csv,Multiple flights detected.
07-04-21,NH833.csv,Multiple flights detected.
07-04-21,VN289.csv,Multiple flights detected.
07-04-21,ZH8011.csv,Multiple flights detected.
09-04-21,LD561.csv,Did not land at TSN.
09-04-21,VN1882.csv,Multiple flights detected.
10-04-21,FX5194.csv,Did not land at TSN.
10-04-21,NH833.csv,Multiple flights detected.
10-04-21,QR970.csv,Multiple flights detected.
10-04-21,VJ367.csv,Did not land.
11-04-21,5X146.csv,Did not land.
12-04-21,QH9451.csv,Did not land at TSN.
12-04-21,VJ149.csv,Multiple flights detected.
12-04-21,VJ159.csv,Multiple flights detected.
12-04-21,VJ287.csv,Multiple flights detected.
12-04-21,VN289.csv,Multiple flights detected.
13-04-21,QH1155.csv,Did not land.
13-04-21,QH245.csv,Did not land.
13-04-21,TW1121.csv,Did not land.
13-04-21,VJ223.csv,Multiple flights detected.
13-04-21,VJ643.csv,Did not land.
13-04-21,VN5064.csv,Multiple flights detected.
13-04-21,VU787.csv,Did not land.
14-04-21,CX799.csv,Did not land.
14-04-21,QH1547.csv,Did not land.
14-04-21,VJ167.csv,Did not land.
14-04-21,VJ221.csv,Did not land.
14-04-21,VJ271.csv,Did not land.
14-04-21,VJ391.csv,Did not land.
14-04-21,VN1265.csv,Did not land.
14-04-21,VN131.csv,Did not land.
14-04-21,VN215.csv,Did not land.
14-04-21,VN6241.csv,Did not land.
16-04-21,LD561.csv,Did not land at TSN.
16-04-21,NH833.csv,Multiple flights detected.
16-04-21,VN1882.csv,Multiple flights detected.
16-04-21,VN6023.csv,Multiple flights detected.
17-04-21,FX5194.csv,Did not land at TSN.
17-04-21,VJ179.csv,Multiple flights detected.
17-04-21,VJ623.csv,Multiple flights detected.
17-04-21,VN7285.csv,Multiple flights detected.
17-04-21,VN8066.csv,Multiple flights detected.
17-04-21,ZH8011.csv,Multiple flights detected.
18-04-21,5X146.csv,Did not land.
18-04-21,VJ145.csv,Multiple flights detected.
18-04-21,VJ159.csv,Did not land at TSN.
18-04-21,VJ643.csv,Multiple flights detected.
19-04-21,EY975.csv,Multiple flights detected.
19-04-21,NH833.csv,Multiple flights detected.
19-04-21,VJ149.csv,Multiple flights detected.
19-04-21,VJ159.csv,Multiple flights detected.
19-04-21,VJ215.csv,Multiple flights detected.
19-04-21,VJ247.csv,Multiple flights detected.
19-04-21,VN6021.csv,Multiple flights detected.
20-04-21,VJ2723.csv,Did not land.
20-04-21,VJ287.csv,Multiple flights detected.
20-04-21,VJ7837.csv,Did not land.
21-04-21,VJ151.csv,Multiple flights detected.
21-04-21,VJ223.csv,Multiple flights detected.
21-04-21,ZH8011.csv,Multiple flights detected.
22-04-21,MH766.csv,Did not land.
22-04-21,QH241.csv,Did not land.
22-04-21,VJ332.csv,Did not land.
22-04-21,VN131.csv,Did not land.
22-04-21,VN1828.csv,Did not land.
22-04-21,VN6516.csv,Did not land.
23-04-21,LD561.csv,Did not land at TSN.
23-04-21,VJ261.csv,Did not land.
23-04-21,VJ309.csv,Multiple flights detected.
24-04-21,QH191.csv,Multiple flights detected.
24-04-21,VJ135.csv,Did not land.
24-04-21,VJ2723.csv,Did not land.
24-04-21,VJ641.csv,Multiple flights detected.
24-04-21,VJ7837.csv,Did not land.
24-04-21,VN1.csv,Did not land at TSN.
25-04-21,5X146.csv,Did not land.
25-04-21,FX5194.csv,Did not land at TSN.
25-04-21,NH833.csv,Multiple flights detected.
25-04-21,QH9453.csv,Did not land at TSN.
25-04-21,VJ151.csv,Multiple flights detected.
25-04-21,VN289.csv,Multiple flights detected.
25-04-21,VN6023.csv,Multiple flights detected.
26-04-21,KE681.csv,Did not land.
26-04-21,QH1315.csv,Multiple flights detected.
26-04-21,VJ147.csv,Did not land at TSN.
26-04-21,VJ159.csv,Multiple flights detected.
26-04-21,VJ179.csv,Multiple flights detected.
26-04-21,VJ2432.csv,Multiple flights detected.
26-04-21,VJ247.csv,Multiple flights detected.
26-04-21,VJ641.csv,Multiple flights detected.
27-04-21,BR395.csv,Did not land.
27-04-21,CI781.csv,Did not land.
27-04-21,QH207.csv,Did not land.
27-04-21,VJ127.csv,Did not land.
27-04-21,VJ147.csv,Did not land.
27-04-21,VJ346.csv,Did not land.
27-04-21,VN207.csv,Did not land.
27-04-21,VN7189.csv,Did not land.
