,day,flight,error
201,2020-07-23,VN8084.csv,Did not land at TSN.
202,2020-07-24,VN8078.csv,Did not land at TSN.
203,2020-07-24,VN8084.csv,Did not land at TSN.
204,2020-07-26,VN7283.csv,Did not land at TSN.
205,2020-07-26,VN8056.csv,Did not land at TSN.
206,2020-07-27,VN8056.csv,Did not land at TSN.
207,2020-07-28,0V8079.csv,Did not land at TSN.
208,2020-07-29,FX9002.csv,Did not land.
209,2020-07-29,LD562.csv,Did not land at TSN.
210,2020-07-29,VJ251.csv,Did not land.
211,2020-07-29,VJ687.csv,Did not land.
212,2020-07-29,VN215.csv,Did not land.
213,2020-07-29,VN8078.csv,Did not land at TSN.
214,2020-07-30,VJ127.csv,Did not land.
215,2020-07-30,VJ303.csv,Did not land at TSN.
216,2020-07-30,VN1832.csv,Did not land.
217,2020-07-30,VN8078.csv,Did not land at TSN.
218,2020-07-31,VJ167.csv,Did not land at TSN.
219,2020-07-31,VN8078.csv,Did not land at TSN.
220,2020-08-02,VN604.csv,Did not land.
221,2020-08-03,VJ326.csv,Did not land.
222,2020-08-04,QH1522.csv,Did not land.
223,2020-08-04,VN1393.csv,Did not land.
224,2020-08-04,VN8056.csv,Did not land.
225,2020-08-05,CZ489.csv,Did not land.
226,2020-08-05,QH201.csv,Did not land.
227,2020-08-05,VN283.csv,Did not land.
228,2020-08-06,2Y8816.csv,Did not land.
229,2020-08-06,VJ307.csv,Did not land.
230,2020-08-07,BL545.csv,Did not land.
231,2020-08-07,CZ489.csv,Did not land.
232,2020-08-07,QH211.csv,Did not land.
233,2020-08-07,VJ231.csv,Did not land.
234,2020-08-07,VJ303.csv,Did not land.
235,2020-08-07,VN1393.csv,Did not land.
236,2020-08-07,VN1661.csv,Did not land.
237,2020-08-08,2Y8816.csv,Did not land at TSN.
238,2020-08-09,FX5194.csv,Did not land.
239,2020-08-10,BL791.csv,Did not land.
240,2020-08-10,QH207.csv,Did not land.
241,2020-08-10,VJ173.csv,Did not land.
242,2020-08-10,VN1191.csv,Did not land.
243,2020-08-10,VN1269.csv,Did not land.
244,2020-08-10,VN221.csv,Did not land.
245,2020-08-11,VN217.csv,Did not land.
246,2020-08-11,VN7401.csv,Did not land.
247,2020-08-12,VJ7346.csv,Did not land at TSN.
248,2020-08-13,VJ167.csv,Did not land.
249,2020-08-16,FX5194.csv,Did not land.
250,2020-08-19,VN1189.csv,Did not land.
251,2020-08-19,VN571.csv,Did not land.
252,2020-08-20,GM501.csv,Did not land.
253,2020-08-22,VN5311.csv,Did not land at TSN.
254,2020-08-23,FX5194.csv,Did not land.
255,2020-08-26,GM501.csv,Did not land.
256,2020-08-28,BL555.csv,Did not land.
257,2020-08-28,BL777.csv,Did not land.
258,2020-08-28,CX799.csv,Did not land.
259,2020-08-28,EK393.csv,Did not land.
260,2020-08-28,NH891.csv,Did not land.
261,2020-08-28,VJ167.csv,Did not land.
262,2020-08-28,VJ225.csv,Did not land.
263,2020-08-28,VJ379.csv,Did not land.
264,2020-08-28,VN1187.csv,Did not land.
265,2020-08-28,VN1279.csv,Did not land.
266,2020-08-28,VN1397.csv,Did not land.
267,2020-08-28,VN1427.csv,Did not land.
268,2020-08-28,VN217.csv,Did not land at TSN.
269,2020-08-28,VN269.csv,Did not land.
270,2020-08-30,BL571.csv,Did not land.
271,2020-08-30,BL773.csv,Did not land.
272,2020-08-30,CX799.csv,Did not land.
273,2020-08-30,FX5194.csv,Did not land.
274,2020-08-30,NH891.csv,Did not land.
275,2020-08-30,VJ167.csv,Did not land.
276,2020-08-30,VJ379.csv,Did not land.
277,2020-08-30,VN1187.csv,Did not land.
278,2020-08-30,VN1267.csv,Did not land.
279,2020-08-30,VN1279.csv,Did not land.
280,2020-08-30,VN1397.csv,Did not land.
281,2020-08-30,VN215.csv,Did not land.
282,2020-08-30,VN217.csv,Did not land.
283,2020-09-02,K6816.csv,Did not land.
284,2020-09-06,FX5194.csv,Did not land.
285,2020-09-06,VJ141.csv,Did not land.
286,2020-09-06,VJ379.csv,Did not land.
287,2020-09-08,QH1155.csv,Did not land.
288,2020-09-08,VJ153.csv,Did not land.
289,2020-09-08,VJ691.csv,Did not land.
290,2020-09-08,VN1263.csv,Did not land.
291,2020-09-08,VN8054.csv,Did not land.
292,2020-09-09,CI783.csv,Did not land.
293,2020-09-09,CX799.csv,Did not land.
294,2020-09-09,VJ165.csv,Did not land.
295,2020-09-09,VJ271.csv,Did not land.
296,2020-09-09,VJ326.csv,Did not land.
297,2020-09-09,VN1373.csv,Did not land.
298,2020-09-09,VN1826.csv,Did not land.
299,2020-09-09,VN215.csv,Did not land.
300,2020-09-09,VN269.csv,Did not land at TSN.
301,2020-09-09,VN6007.csv,Did not land.
302,2020-09-09,VN8078.csv,Did not land.
303,2020-09-13,FX5194.csv,Did not land.
304,2020-09-13,KE8351.csv,Did not land.
305,2020-09-13,OZ3951.csv,Did not land.
306,2020-09-13,VN1279.csv,Did not land.
307,2020-09-14,VJ189.csv,Did not land.
308,2020-09-14,VJ307.csv,Did not land.
309,2020-09-14,VJ326.csv,Did not land.
310,2020-09-14,VJ379.csv,Did not land.
311,2020-09-14,VJ645.csv,Did not land.
312,2020-09-14,VN1267.csv,Did not land at TSN.
313,2020-09-14,VN1401.csv,Did not land.
314,2020-09-14,VN1427.csv,Did not land.
315,2020-09-14,VN6514.csv,Did not land.
316,2020-09-14,VN7397.csv,Did not land.
317,2020-09-16,KE8351.csv,Did not land.
318,2020-09-20,5X146.csv,Did not land.
319,2020-09-20,FX5194.csv,Did not land.
320,2020-09-20,KE8351.csv,Did not land.
321,2020-09-22,QH157.csv,Did not land.
322,2020-09-22,VN209.csv,Did not land.
323,2020-09-24,2Y8816.csv,Did not land.
324,2020-09-24,KE683.csv,Did not land.
325,2020-09-24,OZ735.csv,Did not land.
326,2020-09-24,QH151.csv,Did not land.
327,2020-09-24,QH1545.csv,Did not land.
328,2020-09-24,QH205.csv,Did not land.
329,2020-09-24,VJ151.csv,Did not land.
330,2020-09-24,VJ281.csv,Did not land.
331,2020-09-24,VN221.csv,Did not land.
332,2020-09-24,VN283.csv,Did not land.
333,2020-09-24,VN5731.csv,Did not land.
334,2020-09-27,5X146.csv,Did not land.
335,2020-09-27,CA609.csv,Did not land.
336,2020-09-27,EY975.csv,Did not land.
337,2020-09-27,FX5194.csv,Did not land.
338,2020-09-27,KE8351.csv,Did not land.
339,2020-09-27,QH207.csv,Did not land.
340,2020-09-27,QR970.csv,Did not land.
341,2020-09-27,VJ151.csv,Did not land.
342,2020-09-27,VJ215.csv,Did not land.
343,2020-09-27,VJ283.csv,Did not land.
344,2020-09-27,VN7211.csv,Did not land.
345,2020-09-27,VN7229.csv,Did not land.
346,2020-09-28,NH833.csv,Did not land.
347,2020-09-28,QH1175.csv,Did not land.
348,2020-09-28,VJ133.csv,Did not land.
349,2020-09-28,VJ197.csv,Did not land.
350,2020-09-28,VJ247.csv,Did not land.
351,2020-09-28,VJ271.csv,Did not land.
352,2020-09-28,VN1181.csv,Did not land.
353,2020-09-28,VN1395.csv,Did not land.
354,2020-09-28,VN1822.csv,Did not land.
355,2020-09-28,VN1830.csv,Did not land.
356,2020-09-28,VN6221.csv,Did not land.
357,2020-09-28,VN6251.csv,Did not land.
358,2020-09-28,VN6516.csv,Did not land.
359,2020-09-28,VN7379.csv,Did not land.
360,2020-09-28,VN8062.csv,Did not land.
361,2020-09-28,VN8066.csv,Did not land.
362,2020-09-28,ZH8011.csv,Did not land.
363,2020-09-29,NH833.csv,Did not land.
364,2020-09-29,VJ251.csv,Did not land.
365,2020-09-29,VN1181.csv,Did not land.
366,2020-10-01,VN1279.csv,Did not land at TSN.
367,2020-10-03,QH8283.csv,Did not land.
368,2020-10-03,TK6470.csv,Did not land.
369,2020-10-03,VJ141.csv,Did not land.
370,2020-10-03,VN263.csv,Did not land.
371,2020-10-03,VN8056.csv,Did not land.
372,2020-10-04,5X146.csv,Did not land at TSN.
373,2020-10-04,FX5194.csv,Did not land at TSN.
374,2020-10-05,KE8681.csv,Did not land.
375,2020-10-05,PR591.csv,Did not land.
376,2020-10-05,VJ275.csv,Did not land.
377,2020-10-05,VJ631.csv,Did not land.
378,2020-10-05,VN772.csv,Did not land.
379,2020-10-07,VJ303.csv,Did not land.
380,2020-10-07,VN1373.csv,Did not land.
381,2020-10-08,LD561.csv,Did not land.
382,2020-10-08,OZ395.csv,Did not land.
383,2020-10-08,VN5563.csv,Did not land.
384,2020-10-08,VN8072.csv,Did not land.
385,2020-10-11,5X146.csv,Did not land.
386,2020-10-11,FX5194.csv,Did not land at TSN.
387,2020-10-11,VN1866.csv,Did not land.
388,2020-10-11,VN213.csv,Did not land.
389,2020-10-12,BL110.csv,Did not land at TSN.
390,2020-10-12,BL116.csv,Did not land at TSN.
391,2020-10-14,CX799.csv,Did not land.
392,2020-10-14,VJ137.csv,Did not land.
393,2020-10-14,VJ139.csv,Did not land at TSN.
394,2020-10-14,VJ141.csv,Did not land.
395,2020-10-14,VJ159.csv,Did not land at TSN.
396,2020-10-14,VJ165.csv,Did not land.
397,2020-10-14,VJ271.csv,Did not land.
398,2020-10-14,VJ379.csv,Did not land.
399,2020-10-14,VJ383.csv,Did not land.
400,2020-10-14,VN1185.csv,Did not land.
401,2020-10-14,VN133.csv,Did not land.
402,2020-10-14,VN215.csv,Did not land.
403,2020-10-14,VN263.csv,Did not land.
404,2020-10-14,VN6007.csv,Did not land.
405,2020-10-14,VN6017.csv,Did not land.
406,2020-10-14,VN8074.csv,Did not land.
407,2020-10-15,VJ689.csv,Did not land.
408,2020-10-16,VN7387.csv,Did not land.
409,2020-10-17,VN1826.csv,Did not land.
410,2020-10-17,VN6251.csv,Did not land at TSN.
411,2020-10-17,VN6514.csv,Did not land at TSN.
412,2020-10-18,5X146.csv,Did not land.
413,2020-10-18,FX5194.csv,Did not land at TSN.
414,2020-10-19,VN5571.csv,Did not land.
415,2020-10-19,VN571.csv,Did not land.
416,2020-10-21,VN1185.csv,Did not land.
417,2020-10-21,VN1265.csv,Did not land.
418,2020-10-21,VN405.csv,Did not land at TSN.
419,2020-10-21,VN409.csv,Did not land at TSN.
420,2020-10-24,QH8283.csv,Did not land.
421,2020-10-25,5X146.csv,Did not land.
422,2020-10-25,FX5194.csv,Did not land at TSN.
423,2020-10-29,VJ363.csv,Did not land at TSN.
424,2020-10-31,FX5194.csv,Did not land.
425,2020-10-31,VJ271.csv,Did not land.
426,2020-10-31,VJ326.csv,Did not land at TSN.
427,2020-10-31,VN6433.csv,Did not land at TSN.
428,2020-11-01,5X146.csv,Did not land.
429,2020-11-01,VJ281.csv,Did not land.
430,2020-11-02,YG9046.csv,Did not land at TSN.
431,2020-11-03,LD561.csv,Did not land.
432,2020-11-03,VJ6131.csv,Did not land.
433,2020-11-03,VN674.csv,Did not land at TSN.
434,2020-11-07,VN5032.csv,Did not land at TSN.
435,2020-11-07,YG9046.csv,Did not land.
436,2020-11-08,5X146.csv,Did not land.
437,2020-11-08,FX5194.csv,Did not land at TSN.
438,2020-11-08,TK6470.csv,Did not land.
439,2020-11-09,YG9046.csv,Did not land at TSN.
440,2020-11-10,5X146.csv,Did not land.
441,2020-11-10,VN5780.csv,Did not land at TSN.
442,2020-11-12,VJ271.csv,Did not land.
443,2020-11-13,GM501.csv,Did not land.
444,2020-11-13,VJ275.csv,Did not land.
445,2020-11-15,5X146.csv,Did not land.
446,2020-11-15,FX5194.csv,Did not land.
447,2020-11-15,YG9046.csv,Did not land.
448,2020-11-16,VN6055.csv,Did not land.
449,2020-11-17,TW1121.csv,Did not land.
450,2020-11-17,VJ273.csv,Did not land.
451,2020-11-18,GM501.csv,Did not land.
452,2020-11-18,VJ287.csv,Did not land.
453,2020-11-19,6E8504.csv,Did not land.
454,2020-11-19,CI783.csv,Did not land.
455,2020-11-19,CX799.csv,Did not land.
456,2020-11-19,QH1547.csv,Did not land.
457,2020-11-19,VJ189.csv,Did not land.
458,2020-11-19,VJ221.csv,Did not land.
459,2020-11-19,VJ249.csv,Did not land.
460,2020-11-19,VJ271.csv,Did not land.
461,2020-11-19,VJ279.csv,Did not land.
462,2020-11-19,VJ637.csv,Did not land.
463,2020-11-19,VN1265.csv,Did not land.
464,2020-11-19,VN131.csv,Did not land.
465,2020-11-19,VN1345.csv,Did not land.
466,2020-11-19,VN1828.csv,Did not land.
467,2020-11-19,VN215.csv,Did not land.
468,2020-11-19,VN6015.csv,Did not land.
469,2020-11-19,VN6233.csv,Did not land.
470,2020-11-19,VN6433.csv,Did not land.
471,2020-11-19,VN7341.csv,Did not land.
472,2020-11-19,VN772.csv,Did not land.
473,2020-11-19,VN8078.csv,Did not land.
474,2020-11-20,5X146.csv,Did not land.
475,2020-11-20,GM501.csv,Did not land.
476,2020-11-20,VJ387.csv,Did not land.
477,2020-11-20,VN8056.csv,Did not land.
478,2020-11-22,3S620.csv,Did not land at TSN.
479,2020-11-22,5X146.csv,Did not land.
480,2020-11-22,FX5194.csv,Did not land at TSN.
481,2020-11-22,VJ287.csv,Did not land.
482,2020-11-22,VN8066.csv,Did not land.
483,2020-11-22,YG9046.csv,Did not land.
484,2020-11-23,YG9046.csv,Did not land.
485,2020-11-24,CZ8175.csv,Did not land at TSN.
486,2020-11-25,VJ273.csv,Did not land.
487,2020-11-27,VJ281.csv,Did not land.
488,2020-11-29,5X146.csv,Did not land at TSN.
489,2020-11-29,FX5194.csv,Did not land at TSN.
490,2020-11-29,OZ395.csv,Did not land.
491,2020-11-29,VN7215.csv,Did not land.
492,2020-11-29,YG9046.csv,Did not land.
493,2020-12-01,RH319.csv,Did not land.
494,2020-12-01,VN6007.csv,Did not land at TSN.
495,2020-12-02,5X146.csv,Did not land.
496,2020-12-02,LD561.csv,Did not land.
497,2020-12-03,6E8504.csv,Did not land.
498,2020-12-03,FX5194.csv,Did not land.
499,2020-12-03,VJ181.csv,Did not land.
500,2020-12-03,VJ6131.csv,Did not land.
501,2020-12-03,VN5563.csv,Did not land.
502,2020-12-03,VN595.csv,Did not land.
503,2020-12-04,2Y7713.csv,Did not land at TSN.
504,2020-12-04,VJ273.csv,Did not land.
505,2020-12-05,OZ395.csv,Did not land.
506,2020-12-05,VN6435.csv,Did not land.
507,2020-12-06,5X146.csv,Did not land.
508,2020-12-06,FX5194.csv,Did not land at TSN.
509,2020-12-06,YG9046.csv,Did not land.
510,2020-12-07,BL110.csv,Did not land at TSN.
511,2020-12-07,BL116.csv,Did not land at TSN.
512,2020-12-07,YG9046.csv,Did not land.
513,2020-12-08,3K555.csv,Did not land.
514,2020-12-08,VHPFL.csv,Did not land.
515,2020-12-08,VJ175.csv,Did not land.
516,2020-12-08,VJ6131.csv,Did not land.
517,2020-12-08,VN780.csv,Did not land.
518,2020-12-08,VN8002.csv,Did not land.
519,2020-12-08,VN88.csv,Did not land.
520,2020-12-09,RU248.csv,Did not land at TSN.
521,2020-12-09,VN301.csv,Did not land.
522,2020-12-09,VN8066.csv,Did not land.
523,2020-12-10,KE681.csv,Did not land.
524,2020-12-10,QH207.csv,Did not land.
525,2020-12-10,VJ275.csv,Did not land.
526,2020-12-10,VJ379.csv,Did not land.
527,2020-12-10,VN1271.csv,Did not land.
528,2020-12-10,VN211.csv,Did not land.
529,2020-12-10,VN251.csv,Did not land.
530,2020-12-10,VN301.csv,Did not land.
531,2020-12-10,VN321.csv,Did not land.
532,2020-12-10,VN6011.csv,Did not land.
533,2020-12-10,VN6221.csv,Did not land.
534,2020-12-10,VN7217.csv,Did not land.
535,2020-12-11,OZ7353.csv,Did not land.
536,2020-12-12,FX5194.csv,Did not land.
537,2020-12-13,5X146.csv,Did not land.
538,2020-12-13,FX5194.csv,Did not land at TSN.
539,2020-12-13,YG9046.csv,Did not land.
540,2020-12-14,VHPFL.csv,Did not land.
541,2020-12-14,YG9046.csv,Did not land.
542,2020-12-15,GM501.csv,Did not land.
543,2020-12-16,NH833.csv,Did not land.
544,2020-12-17,TK6470.csv,Did not land.
545,2020-12-17,VHPFL.csv,Did not land.
546,2020-12-18,GM501.csv,Did not land.
547,2020-12-19,GM501.csv,Did not land.
548,2020-12-19,SG702.csv,Did not land at TSN.
549,2020-12-19,VN8066.csv,Did not land.
550,2020-12-19,VN8078.csv,Did not land.
551,2020-12-20,5X146.csv,Did not land.
552,2020-12-20,FX5194.csv,Did not land at TSN.
553,2020-12-20,YG9046.csv,Did not land.
554,2020-12-21,YG9046.csv,Did not land.
555,2020-12-22,VHPFL.csv,Did not land at TSN.
556,2020-12-22,VN50.csv,Did not land at TSN.
557,2020-12-23,VHPFL.csv,Did not land.
558,2020-12-24,CZ8175.csv,Did not land at TSN.
559,2020-12-24,TK6470.csv,Did not land.
560,2020-12-24,VHPFL.csv,Did not land.
561,2020-12-24,VN8056.csv,Did not land.
562,2020-12-24,VN8072.csv,Did not land.
563,2020-12-26,VJ627.csv,Did not land.
564,2020-12-26,VN7223.csv,Did not land.
565,2020-12-26,VPCVT.csv,Did not land at TSN.
566,2020-12-27,5X146.csv,Did not land.
567,2020-12-27,FX5194.csv,Did not land at TSN.
568,2020-12-27,KE351.csv,Did not land.
569,2020-12-27,YG9046.csv,Did not land.
570,2020-12-28,VHPFL.csv,Did not land at TSN.
571,2020-12-28,VPCTV.csv,Did not land at TSN.
572,2020-12-31,RL9934.csv,Did not land.
573,2021-01-03,5X146.csv,Did not land.
574,2021-01-03,BR391.csv,Did not land.
575,2021-01-03,FX5194.csv,Did not land at TSN.
576,2021-01-03,OZ395.csv,Did not land.
577,2021-01-04,VHPFL.csv,Did not land at TSN.
578,2021-01-05,3S690.csv,Did not land at TSN.
579,2021-01-05,NH833.csv,Did not land.
580,2021-01-05,VHPFL.csv,Did not land at TSN.
581,2021-01-05,VNA299.csv,Did not land at TSN.
582,2021-01-06,OZ735.csv,Did not land.
583,2021-01-06,VHPFL.csv,Did not land.
584,2021-01-08,CZ8385.csv,Did not land at TSN.
585,2021-01-08,OZ7353.csv,Did not land.
586,2021-01-09,3K555.csv,Did not land.
587,2021-01-09,BR395.csv,Did not land.
588,2021-01-09,CI781.csv,Did not land.
589,2021-01-09,PR591.csv,Did not land.
590,2021-01-09,QH203.csv,Did not land at TSN.
591,2021-01-09,QH209.csv,Did not land.
592,2021-01-09,VJ127.csv,Did not land.
